state,city_slug,city_name,facilities,band,live
indiana,rockport,Rockport,2,1-4,f
indiana,scottsburg,Scottsburg,2,1-4,f
indiana,spencer,Spencer,2,1-4,f
indiana,sullivan,Sullivan,2,1-4,f
indiana,tipton,Tipton,2,1-4,f
indiana,winchester,Winchester,2,1-4,f
iowa,albia,Albia,2,1-4,f
iowa,anamosa,Anamosa,2,1-4,f
iowa,atlantic,Atlantic,2,1-4,f
iowa,bettendorf,Bettendorf,2,1-4,f
iowa,centerville,Centerville,2,1-4,f
iowa,clarinda,Clarinda,2,1-4,f
iowa,corydon,Corydon,2,1-4,f
iowa,decorah,Decorah,2,1-4,f
iowa,elkader,Elkader,2,1-4,f
iowa,fairfield,Fairfield,2,1-4,f
iowa,jefferson,Jefferson,2,1-4,f
iowa,keokuk,Keokuk,2,1-4,f
iowa,knoxville,Knoxville,2,1-4,f
iowa,le-mars,Le Mars,2,1-4,f
iowa,manchester,Manchester,2,1-4,f
iowa,osceola,Osceola,2,1-4,f
iowa,perry,Perry,2,1-4,f
iowa,red-oak,Red Oak,2,1-4,f
iowa,shenandoah,Shenandoah,2,1-4,f
iowa,sigourney,Sigourney,2,1-4,f
iowa,vinton,Vinton,2,1-4,f
iowa,waverly,Waverly,2,1-4,f
kansas,anthony,Anthony,2,1-4,f
kansas,chanute,Chanute,2,1-4,f
kansas,columbus,Columbus,2,1-4,f
kansas,concordia,Concordia,2,1-4,f
kansas,dodge-city,Dodge City,2,1-4,f
kansas,emporia,Emporia,2,1-4,f
kansas,fort-scott,Fort Scott,2,1-4,f
kansas,garden-city,Garden City,2,1-4,f
kansas,great-bend,Great Bend,2,1-4,f
kansas,hays,Hays,2,1-4,f
kansas,larned,Larned,2,1-4,f
kansas,leavenworth,Leavenworth,2,1-4,f
kansas,leawood,Leawood,2,1-4,f
kansas,mcpherson,McPherson,2,1-4,f
kansas,medicine-lodge,Medicine Lodge,2,1-4,f
kansas,osawatomie,Osawatomie,2,1-4,f
kansas,pittsburg,Pittsburg,2,1-4,f
kansas,winfield,Winfield,2,1-4,f
kentucky,albany,Albany,2,1-4,f
kentucky,clarkson,Clarkson,2,1-4,f
kentucky,cynthiana,Cynthiana,2,1-4,f
kentucky,erlanger,Erlanger,2,1-4,f
kentucky,flemingsburg,Flemingsburg,2,1-4,f
kentucky,franklin,Franklin,2,1-4,f
kentucky,greenville,Greenville,2,1-4,f
kentucky,hardinsburg,Hardinsburg,2,1-4,f
kentucky,inez,Inez,2,1-4,f
kentucky,lawrenceburg,Lawrenceburg,2,1-4,f
kentucky,leitchfield,Leitchfield,2,1-4,f
kentucky,manchester,Manchester,2,1-4,f
kentucky,middlesboro,Middlesboro,2,1-4,f
kentucky,morgantown,Morgantown,2,1-4,f
kentucky,mount-washington,Mount Washington,2,1-4,f
kentucky,owingsville,Owingsville,2,1-4,f
kentucky,pineville,Pineville,2,1-4,f
kentucky,scuddy,Scuddy,2,1-4,f
kentucky,shelbyville,Shelbyville,2,1-4,f
kentucky,stanton,Stanton,2,1-4,f
kentucky,versailles,Versailles,2,1-4,f
kentucky,west-liberty,West Liberty,2,1-4,f
kentucky,williamstown,Williamstown,2,1-4,f
kentucky,willisburg,Willisburg,2,1-4,f
louisiana,abbeville,Abbeville,2,1-4,f
louisiana,crowley,Crowley,2,1-4,f
louisiana,denham-springs,Denham Springs,2,1-4,f
louisiana,farmerville,Farmerville,2,1-4,f
louisiana,hammond,Hammond,2,1-4,f
louisiana,jena,Jena,2,1-4,f
louisiana,la-place,,2,1-4,f
louisiana,laplace,Laplace,2,1-4,f
louisiana,leesville,Leesville,2,1-4,f
louisiana,mamou,Mamou,2,1-4,f
louisiana,marksville,Marksville,2,1-4,f
louisiana,minden,Minden,2,1-4,f
louisiana,new-roads,New Roads,2,1-4,f
louisiana,oak-grove,Oak Grove,2,1-4,f
louisiana,raceland,Raceland,2,1-4,f
louisiana,rayville,Rayville,2,1-4,f
louisiana,west-monroe,West Monroe,2,1-4,f
louisiana,winnsboro,Winnsboro,2,1-4,f
maine,alfred,Alfred,2,1-4,f
maine,belfast,Belfast,2,1-4,f
maine,brewer,Brewer,2,1-4,f
maine,bridgton,Bridgton,2,1-4,f
maine,dover-foxcroft,Dover Foxcroft,2,1-4,f
maine,fort-kent,Fort Kent,2,1-4,f
maine,gorham,Gorham,2,1-4,f
maine,livermore-falls,Livermore Falls,2,1-4,f
maine,madawaska,Madawaska,2,1-4,f
maine,manchester,Manchester,2,1-4,f
maine,millinocket,Millinocket,2,1-4,f
maine,old-orchard-beach,Old Orchard Beach,2,1-4,f
maine,rockland,Rockland,2,1-4,f
maine,saco,Saco,2,1-4,f
maine,scarborough,Scarborough,2,1-4,f
maine,springvale,Springvale,2,1-4,f
maine,windham,Windham,2,1-4,f
maine,york,York,2,1-4,f
maryland,abingdon,Abingdon,2,1-4,f
maryland,california,California,2,1-4,f
maryland,denton,Denton,2,1-4,f
maryland,elkridge,Elkridge,2,1-4,f
maryland,fort-washington,Fort Washington,2,1-4,f
maryland,greenbelt,Greenbelt,2,1-4,f
maryland,ocean-city,Ocean City,2,1-4,f
maryland,olney,Olney,2,1-4,f
maryland,oxon-hill,Oxon Hill,2,1-4,f
maryland,snow-hill,Snow Hill,2,1-4,f
maryland,suitland,Suitland,2,1-4,f
maryland,white-plains,White Plains,2,1-4,f
massachusetts,allston,Allston,2,1-4,f
massachusetts,amesbury,Amesbury,2,1-4,f
massachusetts,athol,Athol,2,1-4,f
massachusetts,bedford,Bedford,2,1-4,f
massachusetts,beverly,Beverly,2,1-4,f
massachusetts,brighton,Brighton,2,1-4,f
massachusetts,brookline,Brookline,2,1-4,f
massachusetts,canton,Canton,2,1-4,t
massachusetts,charlestown,Charlestown,2,1-4,f
massachusetts,chestnut-hill,Chestnut Hill,2,1-4,f
massachusetts,chicopee,Chicopee,2,1-4,f
massachusetts,cohasset,Cohasset,2,1-4,f
massachusetts,concord,Concord,2,1-4,f
massachusetts,dedham,Dedham,2,1-4,f
massachusetts,dorchester-center,Dorchester Center,2,1-4,f
massachusetts,easthampton,Easthampton,2,1-4,f
massachusetts,marlborough,Marlborough,2,1-4,f
massachusetts,milford,Milford,2,1-4,f
massachusetts,norton,Norton,2,1-4,f
massachusetts,norwell,Norwell,2,1-4,f
massachusetts,salem,Salem,2,1-4,f
massachusetts,stoughton,Stoughton,2,1-4,f
massachusetts,wakefield,Wakefield,2,1-4,f
massachusetts,westfield,Westfield,2,1-4,f
massachusetts,weymouth,Weymouth,2,1-4,f
michigan,allegan,Allegan,2,1-4,f
michigan,auburn-hills,Auburn Hills,2,1-4,f
michigan,augusta,Augusta,2,1-4,t
michigan,belding,Belding,2,1-4,f
michigan,calumet,Calumet,2,1-4,f
michigan,cassopolis,Cassopolis,2,1-4,f
michigan,charlevoix,Charlevoix,2,1-4,f
michigan,charlotte,Charlotte,2,1-4,f
michigan,clarkston,Clarkston,2,1-4,f
michigan,coldwater,Coldwater,2,1-4,f
michigan,east-lansing,East Lansing,2,1-4,f
michigan,farmington,Farmington,2,1-4,f
michigan,fenton,Fenton,2,1-4,t
michigan,gladwin,Gladwin,2,1-4,f
michigan,grandville,Grandville,2,1-4,f
michigan,greenville,Greenville,2,1-4,f
michigan,hamtramck,Hamtramck,2,1-4,f
michigan,hastings,Hastings,2,1-4,f
michigan,highland,Highland,2,1-4,f
michigan,jonesville,Jonesville,2,1-4,f
michigan,lincoln-park,Lincoln Park,2,1-4,f
michigan,ludington,Ludington,2,1-4,f
michigan,madison-heights,Madison Heights,2,1-4,f
michigan,manistique,Manistique,2,1-4,f
michigan,menominee,Menominee,2,1-4,f
michigan,mio,Mio,2,1-4,f
michigan,negaunee,Negaunee,2,1-4,f
michigan,niles,Niles,2,1-4,f
michigan,novi,Novi,2,1-4,f
michigan,oscoda,Oscoda,2,1-4,f
michigan,owosso,Owosso,2,1-4,f
michigan,portage,Portage,2,1-4,f
michigan,richmond,Richmond,2,1-4,f
michigan,rochester,Rochester,2,1-4,f
michigan,roseville,Roseville,2,1-4,f
michigan,sandusky,Sandusky,2,1-4,f
michigan,spring-lake,Spring Lake,2,1-4,f
michigan,standish,Standish,2,1-4,f
michigan,sterling-heights,Sterling Heights,2,1-4,f
michigan,tawas-city,Tawas City,2,1-4,f
michigan,west-bloomfield,West Bloomfield,2,1-4,f
michigan,west-branch,West Branch,2,1-4,f
minnesota,aitkin,Aitkin,2,1-4,f
minnesota,big-lake,Big Lake,2,1-4,f
minnesota,cambridge,Cambridge,2,1-4,f
minnesota,cottage-grove,Cottage Grove,2,1-4,f
minnesota,crookston,Crookston,2,1-4,f
minnesota,edina,Edina,2,1-4,f
minnesota,elk-river,Elk River,2,1-4,f
minnesota,fairmont,Fairmont,2,1-4,f
minnesota,litchfield,Litchfield,2,1-4,f
minnesota,little-falls,Little Falls,2,1-4,f
minnesota,long-prairie,Long Prairie,2,1-4,f
minnesota,montevideo,Montevideo,2,1-4,f
minnesota,montgomery,Montgomery,2,1-4,f
minnesota,new-ulm,New Ulm,2,1-4,f
minnesota,northfield,Northfield,2,1-4,f
minnesota,osseo,Osseo,2,1-4,f
minnesota,pine-city,Pine City,2,1-4,f
minnesota,sartell,Sartell,2,1-4,f
minnesota,south-saint-paul,South Saint Paul,2,1-4,f
minnesota,waconia,Waconia,2,1-4,f
minnesota,waite-park,Waite Park,2,1-4,f
minnesota,waverly,Waverly,2,1-4,f
minnesota,worthington,Worthington,2,1-4,f
mississippi,brookhaven,Brookhaven,2,1-4,f
mississippi,greenwood,Greenwood,2,1-4,f
mississippi,hazlehurst,Hazlehurst,2,1-4,f
mississippi,hernando,Hernando,2,1-4,f
mississippi,laurel,Laurel,2,1-4,f
mississippi,liberty,Liberty,2,1-4,f
mississippi,mccomb,McComb,2,1-4,f
mississippi,mendenhall,Mendenhall,2,1-4,f
mississippi,raleigh,Raleigh,2,1-4,f
mississippi,richton,Richton,2,1-4,f
mississippi,senatobia,Senatobia,2,1-4,f
mississippi,starkville,Starkville,2,1-4,f
mississippi,summit,Summit,2,1-4,f
mississippi,west-point,West Point,2,1-4,f
missouri,aurora,Aurora,2,1-4,f
missouri,camdenton,Camdenton,2,1-4,f
missouri,carthage,Carthage,2,1-4,f
missouri,clinton,Clinton,2,1-4,f
missouri,cuba,Cuba,2,1-4,f
missouri,el-dorado-springs,El Dorado Springs,2,1-4,f
missouri,festus,Festus,2,1-4,f
missouri,florissant,Florissant,2,1-4,f
missouri,hayti,Hayti,2,1-4,f
missouri,high-ridge,High Ridge,2,1-4,f
missouri,kirksville,Kirksville,2,1-4,f
missouri,liberty,Liberty,2,1-4,f
missouri,macon,Macon,2,1-4,f
missouri,marshall,Marshall,2,1-4,f
missouri,maryville,Maryville,2,1-4,f
missouri,moberly,Moberly,2,1-4,f
missouri,monett,Monett,2,1-4,f
missouri,osage-beach,Osage Beach,2,1-4,f
missouri,owensville,Owensville,2,1-4,f
missouri,perryville,Perryville,2,1-4,f
missouri,piedmont,Piedmont,2,1-4,f
missouri,raymore,Raymore,2,1-4,f
missouri,reeds-spring,Reeds Spring,2,1-4,f
missouri,salem,Salem,2,1-4,f
missouri,sedalia,Sedalia,2,1-4,f
missouri,sikeston,Sikeston,2,1-4,f
missouri,sullivan,Sullivan,2,1-4,f
missouri,trenton,Trenton,2,1-4,f
missouri,troy,Troy,2,1-4,f
montana,bozeman,Bozeman,2,1-4,t
montana,colstrip,Colstrip,2,1-4,f
montana,dillon,Dillon,2,1-4,f
montana,lewistown,Lewistown,2,1-4,f
montana,miles-city,Miles City,2,1-4,f
montana,sidney,Sidney,2,1-4,f
montana,wolf-point,Wolf Point,2,1-4,f
nebraska,alliance,Alliance,2,1-4,f
nebraska,beatrice,Beatrice,2,1-4,f
nebraska,bellevue,Bellevue,2,1-4,f
nebraska,falls-city,Falls City,2,1-4,f
nebraska,kearney,Kearney,2,1-4,f
nebraska,o-neill,O'Neill,2,1-4,f
nebraska,papillion,Papillion,2,1-4,f
nebraska,wahoo,Wahoo,2,1-4,f
nebraska,west-point,West Point,2,1-4,f
nevada,fernley,Fernley,2,1-4,f
nevada,gardnerville,Gardnerville,2,1-4,f
nevada,minden,Minden,2,1-4,f
nevada,silver-springs,Silver Springs,2,1-4,f
nevada,tonopah,Tonopah,2,1-4,f
nevada,winnemucca,Winnemucca,2,1-4,f
new-hampshire,berlin,Berlin,2,1-4,f
new-hampshire,claremont,Claremont,2,1-4,f
new-hampshire,derry,Derry,2,1-4,f
new-hampshire,dover,Dover,2,1-4,f
new-hampshire,franklin,Franklin,2,1-4,f
new-hampshire,littleton,Littleton,2,1-4,f
new-hampshire,londonderry,Londonderry,2,1-4,f
new-hampshire,newport,Newport,2,1-4,f
new-hampshire,somersworth,Somersworth,2,1-4,f
new-jersey,atlantic-city,Atlantic City,2,1-4,f
new-jersey,bayonne,Bayonne,2,1-4,f
new-jersey,belleville,Belleville,2,1-4,f
new-jersey,berlin,Berlin,2,1-4,f
new-jersey,blairstown,Blairstown,2,1-4,f
new-jersey,bloomfield,Bloomfield,2,1-4,f
new-jersey,burlington,Burlington,2,1-4,f
new-jersey,caldwell,Caldwell,2,1-4,f
new-jersey,clayton,Clayton,2,1-4,f
new-jersey,englishtown,Englishtown,2,1-4,f
new-jersey,hackettstown,Hackettstown,2,1-4,f
new-jersey,hillsborough,Hillsborough,2,1-4,f
new-jersey,holmdel,Holmdel,2,1-4,f
new-jersey,livingston,Livingston,2,1-4,f
new-jersey,lumberton,Lumberton,2,1-4,f
new-jersey,mahwah,Mahwah,2,1-4,f
new-jersey,marlboro,Marlboro,2,1-4,f
new-jersey,marlton,Marlton,2,1-4,f
new-jersey,medford,Medford,2,1-4,f
new-jersey,middlesex,Middlesex,2,1-4,f
new-jersey,moorestown,Moorestown,2,1-4,f
new-jersey,orange,Orange,2,1-4,f
new-jersey,phillipsburg,Phillipsburg,2,1-4,f
new-jersey,piscataway,Piscataway,2,1-4,f
new-jersey,plainfield,Plainfield,2,1-4,f
new-jersey,pompton-plains,Pompton Plains,2,1-4,f
new-jersey,ridgewood,Ridgewood,2,1-4,f
new-jersey,rio-grande,Rio Grande,2,1-4,f
new-jersey,riverton,Riverton,2,1-4,f
new-jersey,rochelle-park,Rochelle Park,2,1-4,f
new-jersey,rockaway,Rockaway,2,1-4,f
new-jersey,shrewsbury,Shrewsbury,2,1-4,f
new-jersey,somerville,Somerville,2,1-4,f
new-jersey,springfield,Springfield,2,1-4,f
new-jersey,succasunna,Succasunna,2,1-4,f
new-jersey,williamstown,Williamstown,2,1-4,f
new-mexico,clovis,Clovis,2,1-4,f
new-mexico,crownpoint,Crownpoint,2,1-4,f
new-mexico,cuba,Cuba,2,1-4,f
new-mexico,deming,Deming,2,1-4,f
new-mexico,lordsburg,Lordsburg,2,1-4,f
new-mexico,socorro,Socorro,2,1-4,f
new-york,albion,Albion,2,1-4,f
new-york,beacon,Beacon,2,1-4,f
new-york,briarcliff-manor,Briarcliff Manor,2,1-4,f
new-york,canandaigua,Canandaigua,2,1-4,f
new-york,carmel,Carmel,2,1-4,f
new-york,clifton-springs,Clifton Springs,2,1-4,f
new-york,copiague,Copiague,2,1-4,f
new-york,derby,Derby,2,1-4,f
new-york,east-meadow,East Meadow,2,1-4,f
new-york,farmingville,Farmingville,2,1-4,f
new-york,forest-hills,Forest Hills,2,1-4,f
new-york,freeport,Freeport,2,1-4,f
new-york,geneva,Geneva,2,1-4,f
new-york,glen-cove,Glen Cove,2,1-4,f
new-york,glens-falls,Glens Falls,2,1-4,f
new-york,hamburg,Hamburg,2,1-4,f
new-york,hampton-bays,Hampton Bays,2,1-4,f
new-york,hauppauge,Hauppauge,2,1-4,f
new-york,herkimer,Herkimer,2,1-4,f
new-york,highland-mills,Highland Mills,2,1-4,f
new-york,hudson-falls,Hudson Falls,2,1-4,f
new-york,hyde-park,Hyde Park,2,1-4,f
new-york,long-beach,Long Beach,2,1-4,f
new-york,long-island-city,Long Island City,2,1-4,f
new-york,malone,Malone,2,1-4,f
new-york,massena,Massena,2,1-4,f
new-york,medford,Medford,2,1-4,f
new-york,mineola,Mineola,2,1-4,f
new-york,new-city,New City,2,1-4,f
new-york,newark,Newark,2,1-4,f
new-york,orangeburg,Orangeburg,2,1-4,f
new-york,oswego,Oswego,2,1-4,f
new-york,philadelphia,Philadelphia,2,1-4,f
new-york,port-jefferson,Port Jefferson,2,1-4,f
new-york,potsdam,Potsdam,2,1-4,f
new-york,salamanca,Salamanca,2,1-4,f
new-york,shirley,Shirley,2,1-4,f
new-york,south-ozone-park,South Ozone Park,2,1-4,f
new-york,spring-valley,Spring Valley,2,1-4,f
new-york,valley-cottage,Valley Cottage,2,1-4,f
new-york,valley-stream,Valley Stream,2,1-4,f
new-york,warsaw,Warsaw,2,1-4,f
new-york,watkins-glen,Watkins Glen,2,1-4,f
new-york,west-hempstead,West Hempstead,2,1-4,f
new-york,weston-mills,Weston Mills,2,1-4,f
north-carolina,albemarle,Albemarle,2,1-4,f
north-carolina,bailey,Bailey,2,1-4,f
north-carolina,dobson,Dobson,2,1-4,f
north-carolina,kernersville,Kernersville,2,1-4,f
north-carolina,maxton,Maxton,2,1-4,f
north-carolina,mill-spring,Mill Spring,2,1-4,f
north-carolina,mocksville,Mocksville,2,1-4,f
north-carolina,mount-airy,Mount Airy,2,1-4,f
north-carolina,newland,Newland,2,1-4,f
north-carolina,pembroke,Pembroke,2,1-4,f
north-carolina,raeford,Raeford,2,1-4,f
north-carolina,red-springs,Red Springs,2,1-4,f
north-carolina,rocky-point,Rocky Point,2,1-4,f
north-carolina,roxboro,Roxboro,2,1-4,f
north-carolina,rutherfordton,Rutherfordton,2,1-4,f
north-carolina,sanford,Sanford,2,1-4,f
north-carolina,siler-city,Siler City,2,1-4,f
north-carolina,taylorsville,Taylorsville,2,1-4,f
north-carolina,wadesboro,Wadesboro,2,1-4,f
north-carolina,wake-forest,Wake Forest,2,1-4,f
north-carolina,whiteville,Whiteville,2,1-4,f
north-carolina,williamston,Williamston,2,1-4,f
north-carolina,windsor,Windsor,2,1-4,f
north-carolina,yadkinville,Yadkinville,2,1-4,f
north-carolina,zebulon,Zebulon,2,1-4,f
north-dakota,dickinson,Dickinson,2,1-4,f
north-dakota,rolla,Rolla,2,1-4,f
ohio,barberton,Barberton,2,1-4,f
ohio,bedford,Bedford,2,1-4,f
ohio,bowling-green,Bowling Green,2,1-4,f
ohio,bryan,Bryan,2,1-4,f
ohio,cadiz,Cadiz,2,1-4,f
ohio,cuyahoga-falls,Cuyahoga Falls,2,1-4,f
ohio,delaware,Delaware,2,1-4,f
ohio,dover,Dover,2,1-4,f
ohio,euclid,Euclid,2,1-4,f
ohio,fremont,Fremont,2,1-4,f
ohio,grove-city,Grove City,2,1-4,f
ohio,hillsboro,Hillsboro,2,1-4,f
ohio,hudson,Hudson,2,1-4,f
ohio,independence,Independence,2,1-4,f
ohio,jackson,Jackson,2,1-4,f
ohio,kenton,Kenton,2,1-4,f
ohio,lebanon,Lebanon,2,1-4,f
ohio,lewis-center,Lewis Center,2,1-4,f
ohio,logan,Logan,2,1-4,f
ohio,mason,Mason,2,1-4,f
ohio,middlefield,Middlefield,2,1-4,f
ohio,milford,Milford,2,1-4,f
ohio,new-lexington,New Lexington,2,1-4,f
ohio,newton-falls,Newton Falls,2,1-4,f
ohio,pickerington,Pickerington,2,1-4,f
ohio,piqua,Piqua,2,1-4,f
ohio,reynoldsburg,Reynoldsburg,2,1-4,f
ohio,rocky-river,Rocky River,2,1-4,f
ohio,saint-marys,Saint Marys,2,1-4,f
ohio,shelby,Shelby,2,1-4,f
ohio,sidney,Sidney,2,1-4,f
ohio,the-plains,The Plains,2,1-4,f
ohio,troy,Troy,2,1-4,f
ohio,westlake,Westlake,2,1-4,f
ohio,wheelersburg,Wheelersburg,2,1-4,f
ohio,willoughby,Willoughby,2,1-4,f
ohio,woodsfield,Woodsfield,2,1-4,f
oklahoma,ardmore,Ardmore,2,1-4,f
oklahoma,checotah,Checotah,2,1-4,f
oklahoma,duncan,Duncan,2,1-4,f
oklahoma,durant,Durant,2,1-4,f
oklahoma,edmond,Edmond,2,1-4,f
oklahoma,el-reno,El Reno,2,1-4,f
oklahoma,elk-city,Elk City,2,1-4,f
oklahoma,eufaula,Eufaula,2,1-4,f
oklahoma,holdenville,Holdenville,2,1-4,f
oklahoma,hugo,Hugo,2,1-4,f
oklahoma,jay,Jay,2,1-4,f
oklahoma,kansas,Kansas,2,1-4,f
oklahoma,nowata,Nowata,2,1-4,f
oklahoma,okmulgee,Okmulgee,2,1-4,f
oklahoma,poteau,Poteau,2,1-4,f
oklahoma,sand-springs,Sand Springs,2,1-4,f
oklahoma,sapulpa,Sapulpa,2,1-4,f
oklahoma,seminole,Seminole,2,1-4,f
oklahoma,stigler,Stigler,2,1-4,f
oklahoma,wagoner,Wagoner,2,1-4,f
oklahoma,warner,Warner,2,1-4,f
oklahoma,weatherford,Weatherford,2,1-4,f
oregon,astoria,Astoria,2,1-4,f
oregon,coos-bay,Coos Bay,2,1-4,f
oregon,florence,Florence,2,1-4,f
oregon,happy-valley,Happy Valley,2,1-4,f
oregon,hood-river,Hood River,2,1-4,f
oregon,la-grande,La Grande,2,1-4,f
oregon,mcminnville,McMinnville,2,1-4,f
oregon,newberg,Newberg,2,1-4,f
oregon,port-orford,Port Orford,2,1-4,f
oregon,tualatin,Tualatin,2,1-4,f
pennsylvania,abbottstown,Abbottstown,2,1-4,f
pennsylvania,bangor,Bangor,2,1-4,f
pennsylvania,bedford,Bedford,2,1-4,f
pennsylvania,bellefonte,Bellefonte,2,1-4,f
pennsylvania,bensalem,Bensalem,2,1-4,f
pennsylvania,bloomsburg,Bloomsburg,2,1-4,f
pennsylvania,bolivar,Bolivar,2,1-4,f
pennsylvania,brookville,Brookville,2,1-4,f
pennsylvania,camp-hill,Camp Hill,2,1-4,f
pennsylvania,carbondale,Carbondale,2,1-4,f
pennsylvania,chester,Chester,2,1-4,f
pennsylvania,cheswick,Cheswick,2,1-4,f
pennsylvania,coal-township,Coal Township,2,1-4,f
pennsylvania,collegeville,Collegeville,2,1-4,f
pennsylvania,corry,Corry,2,1-4,f
pennsylvania,devon,Devon,2,1-4,f
pennsylvania,duncansville,Duncansville,2,1-4,f
pennsylvania,ebensburg,Ebensburg,2,1-4,f
pennsylvania,elizabethtown,Elizabethtown,2,1-4,f
pennsylvania,farrell,Farrell,2,1-4,f
pennsylvania,feasterville-trevose,Feasterville Trevose,2,1-4,f
pennsylvania,gettysburg,Gettysburg,2,1-4,f
pennsylvania,greenville,Greenville,2,1-4,f
pennsylvania,grove-city,Grove City,2,1-4,f
pennsylvania,henryville,Henryville,2,1-4,t
pennsylvania,hollidaysburg,Hollidaysburg,2,1-4,f
pennsylvania,homestead,Homestead,2,1-4,f
pennsylvania,huntingdon,Huntingdon,2,1-4,f
